biog_id	x姓名	성명	name	alt_name	alt_name2	姓貫	office	reference	vol	page	side	notes
E905142	李純全	이순전	Yi Sunjŏn	李安全		全義 李	牧使	安東權氏成化譜	3	21	a	
E905145	尹黃	윤황	Yun Hwang				 	安東權氏成化譜	3	21	a	
E905146	權孝誠	권효성	Kwŏn Hyosŏng			安東 權	司正	安東權氏成化譜	3	21	a	
E905148	鄭從雅	정종아	Chŏng Chonga				僉知	安東權氏成化譜	3	21	a	
E905150	金有宗	김유종	Kim Yujong				 	安東權氏成化譜	3	21	a	
E905151	權孝仁	권효인	Kwŏn Hyoin			安東 權	 	安東權氏成化譜	3	21	a	
E905152	權忖	권촌	Kwŏn Ch'on			安東 權	郡事	安東權氏成化譜	3	21	a	
E905154	權繼福	권계복	Kwŏn Kyebok			安東 權	生員	安東權氏成化譜	3	21	a	
E905155	權鐵同	권철동	Kwŏn Ch'ŏldong			安東 權	 	安東權氏成化譜	3	21	a	
E905156	權承同	권승동	Kwŏn Sŭngdong			安東 權	 	安東權氏成化譜	3	21	a	
EA01634	權耋	권모	Kwŏn Mo			安東 權	縣監	安東權氏成化譜	3	21	a	
EC00414	權永和	권영화	Kwŏn Yŏnghwa			安東 權	郡事	安東權氏成化譜	3	21	a	
D905168	權總	권총	Kwŏn Ch'ong			安東 權		安東權氏成化譜	3	21	b	
E301567	趙昌門	조창문	Cho Ch'angmun			平壤 趙	進士	安東權氏成化譜	3	21	b	
E504568	趙揚門	조양문	Cho Yangmun			平壤 趙	生員	安東權氏成化譜	3	21	b	
E602955	柳潾	유린	Yu Rin			晋州 柳		安東權氏成化譜	3	21	b	
E700907	趙益貞	조익정	Cho Ikchŏng	趙益禎		豊壤 趙	僉正	安東權氏成化譜	3	21	b	
E903216	趙乘	조승	Cho Sŭng			平壤 趙		安東權氏成化譜	3	21	b	
E903218	趙得仁	조득인	Cho Tŭgin			平壤 趙	僉知	安東權氏成化譜	3	21	b	
E903222	趙亨門	조형문	Cho Hyŏngmun			平壤 趙	奉事	安東權氏成化譜	3	21	b	
E905161	孫順宗	손순종	Son Sunjong				司正	安東權氏成化譜	3	21	b	
E905163	孫胤河	손윤하	Son Yunha			一直 孫		安東權氏成化譜	3	21	b	
E905167	孫荀茂	손순욱	Son Sunuk	孫荀彧		一直 孫	 	安東權氏成化譜	3	21	b	
E905170	卞季良					草溪 卞	參贊	安東權氏成化譜	3	21	b	
E905176	權尙溫	권상온	Kwŏn Sangon			安東 權	判通禮門事	安東權氏成化譜	3	21	b	
E905177	權擇	권택	Kwŏn T'aek			安東 權	正郞	安東權氏成化譜	3	21	b	
E905180	朴儁	박준	Pak Chun				 	安東權氏成化譜	3	21	b	
E905182	尹元根	윤원근	Yun Wŏn'gŭn				 	安東權氏成化譜	3	21	b	
E905184	柳闢	유벽	Yu Pyŏk				忠贊衛	安東權氏成化譜	3	21	b	
E905186	柳祚	유조	Yu Cho				 	安東權氏成化譜	3	21	b	
E905189	許末石	허말석	Hŏ Malsŏk			陽川 許	郡事	安東權氏成化譜	3	21	b	
E905190	權揀	권간	Kwŏn Kan			安東 權	直長	安東權氏成化譜	3	21	b	
E905191	權尙良	권상량	Kwŏn Sangnyang			安東 權	判官	安東權氏成化譜	3	21	b	
E905192	權關	권관	Kwŏn Kwan			安東 權	別提	安東權氏成化譜	3	21	b	
E905196	權子忠	권자충	Kwŏn Chach'ung			安東 權		安東權氏成化譜	3	21	b	
EB01363	權潞	권로	Kwŏn Ro			安東 權	主簿	安東權氏成化譜	3	21	b	
EB01369	權子厚	권자후	Kwŏn Chahu			安東 權	進士	安東權氏成化譜	3	21	b	
E302288	金安生	김안생	Kim Ansaeng			善山 金		安東權氏成化譜	3	22	a	
E401549	權崇知	권숭지	Kwŏn Sungji			安東 權	牧使	安東權氏成化譜	3	22	a	
E401550	權崇厚	권숭후	Kwŏn Sunghu			安東 權	按撫使	安東權氏成化譜	3	22	a	
E401551	權崇敬	권숭경	Kwŏn Sunggyŏng			安東 權	 	安東權氏成化譜	3	22	a	
E401552	權崇謹	권숭근	Kwŏn Sunggŭn			安東 權	 	安東權氏成化譜	3	22	a	
EA02441	安俊						司直	安東權氏成化譜	3	22	a	
EA02445	李碩孫							安東權氏成化譜	3	22	a	
EA02446	權耳	권이	Kwŏn I			安東 權	大護軍	安東權氏成化譜	3	22	a	
EA02447	權石基	권석기	Kwŏn Sŏkki			安東 權	 	安東權氏成化譜	3	22	a	
EA02448	權石址	권석지	Kwŏn Sŏkchi			安東 權	 	安東權氏成化譜	3	22	a	
EA02449	權石埻	권석준	Kwŏn Sŏkchun			安東 權	 	安東權氏成化譜	3	22	a	
EA03110	權旭	권욱	Kwŏn Uk			安東 權	上將	安東權氏成化譜	3	22	a	
EA03115	朴薰					春川 朴	進士	安東權氏成化譜	3	22	a	
EB03952	權綏	권수	Kwŏn Su			安東 權	主簿	安東權氏成化譜	3	22	a	
EB03953	權敬溫	권경온	Kwŏn Kyŏngon			安東 權	監察	安東權氏成化譜	3	22	a	
EB03956	金仁安	김인안	Kim Inan				郡事	安東權氏成化譜	3	22	b	
EB03958	朴紹楨	박소정	Pak Sojŏng				訓導	安東權氏成化譜	3	22	b	
EB03959	朴碩	박석	Pak Sŏk				 	安東權氏成化譜	3	22	b	
EB03960	朴礩	박질	Pak Chil				 	安東權氏成化譜	3	22	b	
EB03961	朴確	박확	Pak Hwak				 	安東權氏成化譜	3	22	b	
EB03965	吳順孫	오순손	O Sunson				僉知	安東權氏成化譜	3	22	b	
EB03966	吳祖同	오조동	O Chodong				 	安東權氏成化譜	3	22	b	
EB03971	徐恒	서항	Sŏ Hang				縣監	安東權氏成化譜	3	22	b	
EB03972	徐方同	서방동	Sŏ Pangdong				 	安東權氏成化譜	3	22	b	
EB03973	徐方賣	서방매	Sŏ Pangmae				 	安東權氏成化譜	3	22	b	
EB03974	徐方千	서방천	Sŏ Pangch'ŏn				 	安東權氏成化譜	3	22	b	
EB03976	金永保	김영보	Kim Yŏngbo				護軍	安東權氏成化譜	3	22	b	
EB03980	吳廣孫	오광손	O Kwangson				 	安東權氏成化譜	3	22	b	
EB03983	金永全	김영전	Kim Yŏngjŏn				 	安東權氏成化譜	3	22	b	
EB03984	權孚	권부	Kwŏn Pu			安東 權	 	安東權氏成化譜	3	22	b	
EB03985	權緩	권완	Kwŏn Wan			安東 權	牧使	安東權氏成化譜	3	22	b	
e6ab8ec9-e2c8-4f71-94ae-dae6ae624f1f	金孝孫							安東權氏成化譜	3	23	a	
EA03465	閔乙巽					驪興 閔	縣監	安東權氏成化譜	3	23	a	
EB03986	金廉	김렴	Kim Ryŏm			英陽 金	 	安東權氏成化譜	3	23	a	
EB03987	金輔祥	김보상	Kim Posang			英陽 金	司直	安東權氏成化譜	3	23	a	
EB03988	金敬智					英陽 金	司直	安東權氏成化譜	3	23	a	
EB03990	高益生	고익생	Ko Iksaeng				司直	安東權氏成化譜	3	23	a	
EB03992	趙元卿	조원경	Cho Wŏn'gyŏng				縣監	安東權氏成化譜	3	23	a	
EB03995	李璘						護軍	安東權氏成化譜	3	23	a	
EB03997	金皎	김교	Kim Kyo				副使	安東權氏成化譜	3	23	a	
EB03998	金敬忠	김경충	Kim Kyŏngch'ung				別提	安東權氏成化譜	3	23	a	
EB03999	金比南	김비남	Kim Pinam				 	安東權氏成化譜	3	23	a	
EB04001	安率	안솔	An Sol				縣監	安東權氏成化譜	3	23	a	
EB04003	李貞	이정	Yi Chŏng				判官	安東權氏成化譜	3	23	a	
EB04004	金輔南	김보남	Kim Ponam				司正	安東權氏成化譜	3	23	a	
EB04005	金似南	김사남	Kim Sanam				司直	安東權氏成化譜	3	23	a	
EB04007	辛叔和	신숙화	Sin Sukhwa			靈山 辛	司直	安東權氏成化譜	3	23	a	
EB04011	禹仁熟	우인숙	U Insuk				生員	安東權氏成化譜	3	23	a	
EB04012	金蘇	김소	Kim So			英陽 金	 	安東權氏成化譜	3	23	a	
EB04013	金有亨	김유형	Kim Yuhyŏng			英陽 金	 	安東權氏成化譜	3	23	a	
EB04015	金始孫	김시손	Kim Sison				 	安東權氏成化譜	3	23	a	
EB04017	金介石	김개석	Kim Kaesŏk				 	安東權氏成化譜	3	23	a	
EB04019	曹範	조범	Cho Pŏm				縣監	安東權氏成化譜	3	23	a	
EB04020	金德孫	김덕손	Kim Tŏkson				 	安東權氏成化譜	3	23	a	
E901941	成愼仁			成信仁		昌寧 成	 	安東權氏成化譜	3	23	b	
EA03471	鄭夏	정하	Chŏng Ha			慶州 鄭	錄事	安東權氏成化譜	3	23	b	
EA03473	閔善					驪興 閔	 	安東權氏成化譜	3	23	b	
EB04024	鄭自諴	정자함	Chŏng Chaham				判官	安東權氏成化譜	3	23	b	
EB04027	任柔	임유	Im Yu			豊川 任	監察	安東權氏成化譜	3	23	b	
EB04028	任世衡	임세형	Im Sehyŏng			豊川 任	 	安東權氏成化譜	3	23	b	
EB04030	尹堡	윤보	Yun Po					安東權氏成化譜	3	23	b	
EB04031	任輔衡	임보형	Im Pohyŏng			豊川 任	監察	安東權氏成化譜	3	23	b	
EB04033	崔井涓	최정연	Ch'oe Chŏngyŏn				縣監	安東權氏成化譜	3	23	b	
EB04034	崔潔	최결	Ch'oe Kyŏl				訓導	安東權氏成化譜	3	23	b	
EB04035	崔漣	최련	Ch'oe Ryŏn				 	安東權氏成化譜	3	23	b	
EB04037	李耈年						司直	安東權氏成化譜	3	23	b	
EB04038	崔濘	최녕	Ch'oe Nyŏng				 	安東權氏成化譜	3	23	b	
EB04039	金自慶	김자경	Kim Chagyŏng			英陽 金	 	安東權氏成化譜	3	23	b	
EB04041	林亨	임형	Im Hyŏng				司直	安東權氏成化譜	3	23	b	
EB04042	金庥	김휴	Kim Hyu			英陽 金	 	安東權氏成化譜	3	24	a	
EB04043	金孟祥	김맹상	Kim Maengsang				上少卿	安東權氏成化譜	3	24	a	
EB04044	金仲祥	김중상	Kim Chungsang			英陽 金	 	安東權氏成化譜	3	24	a	
EB04045	金積福	김적복	Kim Chŏkpok			英陽 金	評事	安東權氏成化譜	3	24	a	
EB04046	金積學	김적학	Kim Chŏkhak				護軍	安東權氏成化譜	3	24	a	
EB04047	金積祿	김적록	Kim Chŏngnok				司正	安東權氏成化譜	3	24	a	
EB04048	金積海	김적해	Kim Chŏkhae				 	安東權氏成化譜	3	24	a	
EB04049	金積善	김적선	Kim Chŏksŏn				司直	安東權氏成化譜	3	24	a	
EB04050	金積德	김적덕	Kim Chŏktŏk				司直	安東權氏成化譜	3	24	a	
EB04052	金季祥	김계상	Kim Kyesang				 	安東權氏成化譜	3	24	a	
E103578	金自琓	김자완	Kim Chawan			安東 金	縣監	安東權氏成化譜	3	24	b	
E103580	柳哲孫	유철손	Yu Ch'ŏlson			文化 柳		安東權氏成化譜	3	24	b	
E202244	韓確	한확	Han Hwak			淸州 韓	左議政 西原府院君	安東權氏成化譜	3	24	b	
E401603	韓健	한건	Han Kŏn			淸州 韓		安東權氏成化譜	3	24	b	
E501146	李瀜					全州 李	江陽君	安東權氏成化譜	3	24	b	
E501193	李湜	이식	Yi Sik			全州 李	富林君	安東權氏成化譜	3	24	b	
E803636	鄭由智					東萊 鄭	主簿	安東權氏成化譜	3	24	b	
E803690	韓世補					淸州 韓		安東權氏成化譜	3	24	b	
E803704	韓世祐	한세우	Han Seu	韓世佑		淸州 韓		安東權氏成化譜	3	24	b	
E803741	韓儹					淸州 韓	正郞	安東權氏成化譜	3	24	b	
E803783	金允剛	김윤강	Kim Yun'gang			安東 金	 	安東權氏成化譜	3	24	b	
E803786	金允精					安東 金	參奉	安東權氏成化譜	3	24	b	
E901479	李璔	이증	Yi Chŭng			全州 李	桂陽君	安東權氏成化譜	3	24	b	
E901481	李澧	이례	Yi Rye			全州 李	寧原君	安東權氏成化譜	3	24	b	
E901486	安繼宋					順興 安	直長	安東權氏成化譜	3	24	b	
EA03334	申永保	신영보	Sin Yŏngbo			平山 申		安東權氏成化譜	3	24	b	
EB01922	李季寧			李繼寧		星州 李	僉知	安東權氏成化譜	3	24	b	
E000022	韓忠信	한충신	Han Ch'ungsin			淸州 韓	司勇	安東權氏成化譜	3	25	a	
E103581	韓致義	한치의	Han Ch'iŭi			淸州 韓	靑陽君	安東權氏成化譜	3	25	a	
E103584	韓致禮	한치례	Han Ch'irye			淸州 韓	西陵君	安東權氏成化譜	3	25	a	
E103584	韓翊					淸州 韓		安東權氏成化譜	3	25	a	
E103586	韓碩					淸州 韓	參議	安東權氏成化譜	3	25	a	
E103592	韓忠義	한충의	Han Ch'ungŭi			淸州 韓	上護軍	安東權氏成化譜	3	25	a	
E103598	韓忠禮	한충례	Han Ch'ungnye			淸州 韓	上護軍	安東權氏成化譜	3	25	a	
E103601	韓忠智	한충지	Han Ch'ungji			淸州 韓	護軍	安東權氏成化譜	3	25	a	
E103604	韓忠常					淸州 韓	司勇	安東權氏成化譜	3	25	a	
E203197	韓忠仁	한충인	Han Ch'ungin			淸州 韓	節度使	安東權氏成化譜	3	25	a	
E901920	成健	성건	Sŏng Kŏn			昌寧 成	判官	安東權氏成化譜	3	25	a	
E000575	韓致亨	한치형	Han Ch'ihyŏng			淸州 韓	青城君	安東權氏成化譜	3	25	b	
E100624	韓運	한운	Han Un			淸州 韓	司猛	安東權氏成化譜	3	25	b	
E103611	金承恪	김승각	Kim Sŭnggak				 	安東權氏成化譜	3	25	b	
E804045	韓達	한달	Han Tal			淸州 韓		安東權氏成化譜	3	25	b	
E804075	林有琛	임유침	Im Yuch'im			保安 林		安東權氏成化譜	3	25	b	
E902007	韓致元	한치원	Han Ch'iwŏn			淸州 韓	郡事	安東權氏成化譜	3	25	b	
EB04054	韓連	한련	Han Ryŏn			淸州 韓	司勇	安東權氏成化譜	3	25	b	
EB04056	權永誠	권영성	Kwŏn Yŏngsŏng			安東 權	萬戶	安東權氏成化譜	3	25	b	
EB04057	權奉升	권봉승	Kwŏn Pongsŭng			安東 權	司直	安東權氏成化譜	3	25	b	
EB04058	權奉丁	권봉정	Kwŏn Pongjŏng			安東 權	 	安東權氏成化譜	3	25	b	
EB04059	權奉衡	권봉형	Kwŏn Ponghyŏng			安東 權	 	安東權氏成化譜	3	25	b	
